text	text_1	label
what are some good sushi restaurants in reno	What's a good sushi bar in Reno	restaurant_suggestion
i can't use my card because it is broken	My card is broken and can't be used	damaged_card
how many vacation days do i have at my disposal	How many holidays can I arrange	pto_balance
for how long have you existed	How long have you been here	how_old_are_you
find out for me when my car is next due for an oil change	Check the next oil change time for my car	oil_change_when
i'd like you to speak a bit slower	I want you to speak more slowly	change_speed
can you make a phone call to dave	Can you give Dave a call	make_call
i think my luggage has been misplaced	I think my luggage is misplaced	lost_luggage
is it safe in italy	Is it safe in Italy	travel_alert
does longhorn steakhouse have good reviews	Do you have a good review of Longhorn Steakhouse	restaurant_reviews
i need you to roll an 8 sided dice	I need you to roll an eight sided die	roll_dice
do you have any hobbies	Do you have any hobbies	what_are_your_hobbies
that makes sense as well	That makes sense	yes
no payments on my bank account	There is no payment in my bank account	freeze_account
has anyone looked at my mastercard application	Has anyone seen my MasterCard application form	application_status
what could cause a hold on my savings account	What would cause my savings account to be frozen	account_blocked
how do i fix my card being declined	How to repair rejected cards	card_declined
can you tell me the process for obtaining a copy of my w2 for my taxes	Can you tell me the procedure of tax procedure	w2
what are ways to utilize my credit card points	How can I use my credit card points	redeem_rewards
please make an appointment for an oil change	Please make an appointment to change the oil	schedule_maintenance
i can't tell	I don't know	maybe
when do my tires need some changing	When do I need to change my tires	tire_change
i wanna know where to find a w2	I want to know where I can find W2	w2
call my doctor	Call my doctor	make_call
the dog chewed up my card, will you find out what it takes to get a replacement	That dog bit my card. Can you find a way to change it	damaged_card
can you calculate 18 divided by 45	Can you calculate 18 divided by 45	calculator
what kind of person are you, a cat or dog	What kind of person are you, a cat or a dog	do_you_have_pets
can you tell me the tire pressure for the car	Can you tell me the tire pressure of this car	tire_pressure
please help me figure out why my card was declined yesterday	Please help me find out why my card was rejected yesterday	card_declined
can you play your guitar right now	Can you play the guitar now	play_music
create a reminder to pay taxes on monday	Create a tax reminder on Monday	reminder_update
which hospital is nearest to me	Which hospital is closest to me	directions
please let my mom and dad know my location	Please tell my parents where I am	share_location
i was on american airlines flight ab123 out of houston and i can't find my luggage	I couldn't find my luggage on American Airlines flight ab123 from Houston	lost_luggage
what fuel should i use for this car	What fuel should this car use	gas_type
where is flight dl123	Where is flight dl123	flight_status
how can i find my routing number for el dorado	How can I find the route number to Eldorado	routing
change audio to whisper mode	Change audio to whisper mode	whisper_mode
does england require socket converters	Does the UK need a socket converter	plug_type
will you please read the things on my shopping list	Would you please look at the items on my shopping list	shopping_list
i think my luggage got lost	I think I lost my luggage	lost_luggage
can you change the limit on my credit please	Can you change my credit limit	credit_limit_change
i no longer want this event in my calendar	I don't want this event in my calendar again	calendar_update
